"lang"
{
  "Language"    "English"

    "DOTA_Tooltip_ability_item_recipe_fire_two_bow_doubled"                           "Recipe Fire Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_fire_two_bow_doubled_Description"               ""

    "DOTA_Tooltip_ability_item_recipe_ice_two_bow_doubled"                            "Recipe Ice Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_ice_two_bow_doubled_Description"                ""

    "DOTA_Tooltip_ability_item_recipe_wind_two_bow_doubled"                           "Recipe Wind Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_wind_two_bow_doubled_Description"               ""

    "DOTA_Tooltip_ability_item_recipe_light_two_bow_doubled"                          "Recipe Light Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_light_two_bow_doubled_Description"              ""

    "DOTA_Tooltip_ability_item_recipe_coal_two_bow_doubled"                           "Recipe Coal Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_coal_two_bow_doubled_Description"               ""

    "DOTA_Tooltip_ability_item_recipe_plasma_two_bow_doubled"                         "Recipe Plasma Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_plasma_two_bow_doubled_Description"             ""

    "DOTA_Tooltip_ability_item_recipe_spin_two_bow_doubled"                           "Recipe Spin Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_spin_two_bow_doubled_Description"               ""

    "DOTA_Tooltip_ability_item_recipe_caulk_two_bow_doubled"                          "Recipe Caulk Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_caulk_two_bow_doubled_Description"              ""

    "DOTA_Tooltip_ability_item_recipe_breach_two_bow_doubled"                         "Recipe Breach Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_breach_two_bow_doubled_Description"             ""

    "DOTA_Tooltip_ability_item_recipe_chaos_two_bow_doubled"                          "Recipe Chaos Two Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_chaos_two_bow_doubled_Description"              ""

    "DOTA_Tooltip_ability_item_recipe_poison_three_bow_doubled"                       "Recipe Poison Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_poison_three_bow_doubled_Description"           ""

    "DOTA_Tooltip_ability_item_recipe_fire_three_bow_doubled"                         "Recipe Fire Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_fire_three_bow_doubled_Description"             ""

    "DOTA_Tooltip_ability_item_recipe_ice_three_bow_doubled"                          "Recipe Ice Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_ice_three_bow_doubled_Description"              ""

    "DOTA_Tooltip_ability_item_recipe_wind_three_bow_doubled"                         "Recipe Wind Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_wind_three_bow_doubled_Description"             ""

    "DOTA_Tooltip_ability_item_recipe_light_three_bow_doubled"                        "Recipe Light Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_light_three_bow_doubled_Description"            ""

    "DOTA_Tooltip_ability_item_recipe_coal_three_bow_doubled"                         "Recipe Coal Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_coal_three_bow_doubled_Description"             ""

    "DOTA_Tooltip_ability_item_recipe_plasma_three_bow_doubled"                       "Recipe Plasma Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_plasma_three_bow_doubled_Description"           ""

    "DOTA_Tooltip_ability_item_recipe_spin_three_bow_doubled"                         "Recipe Spin Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_spin_three_bow_doubled_Description"             ""

    "DOTA_Tooltip_ability_item_recipe_caulk_three_bow_doubled"                        "Recipe Caulk Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_caulk_three_bow_doubled_Description"            ""

    "DOTA_Tooltip_ability_item_recipe_breach_three_bow_doubled"                       "Recipe Breach Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_breach_three_bow_doubled_Description"           ""

    "DOTA_Tooltip_ability_item_recipe_chaos_three_bow_doubled"                        "Recipe Chaos Three Bow Doubled"
    "DOTA_Tooltip_ability_item_recipe_chaos_three_bow_doubled_Description"            ""

    "DOTA_Tooltip_ability_item_recipe_poison_ult_bow"                                 "Recipe Poison Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_poison_ult_bow_Description"                     ""

    "DOTA_Tooltip_ability_item_recipe_fire_ult_bow"                                   "Recipe Fire Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_fire_ult_bow_Description"                       ""

    "DOTA_Tooltip_ability_item_recipe_ice_ult_bow"                                    "Recipe Ice Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_ice_ult_bow_Description"                        ""

    "DOTA_Tooltip_ability_item_recipe_wind_ult_bow"                                   "Recipe Wind Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_wind_ult_bow_Description"                       ""

    "DOTA_Tooltip_ability_item_recipe_light_ult_bow"                                  "Recipe Light Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_light_ult_bow_Description"                      ""

    "DOTA_Tooltip_ability_item_recipe_coal_ult_bow"                                   "Recipe Coal Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_coal_ult_bow_Description"                       ""

    "DOTA_Tooltip_ability_item_recipe_plasma_ult_bow"                                 "Recipe Plasma Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_plasma_ult_bow_Description"                     ""

    "DOTA_Tooltip_ability_item_recipe_spin_ult_bow"                                   "Recipe Spin Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_spin_ult_bow_Description"                       ""

    "DOTA_Tooltip_ability_item_recipe_caulk_ult_bow"                                  "Recipe Caulk Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_caulk_ult_bow_Description"                      ""

    "DOTA_Tooltip_ability_item_recipe_breach_ult_bow"                                 "Recipe Breach Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_breach_ult_bow_Description"                     ""

    "DOTA_Tooltip_ability_item_recipe_chaos_ult_bow"                                  "Recipe Chaos Ult Bow"
    "DOTA_Tooltip_ability_item_recipe_chaos_ult_bow_Description"                      ""

    "DOTA_Tooltip_ability_item_sail_one_remove"                                       "DURATION:"
    "DOTA_Tooltip_ability_item_sail_one_bonus_speed"                                  "BONUS SPEED:"

    "DOTA_Tooltip_ability_item_sail_two_remove"                                       "DURATION:"
    "DOTA_Tooltip_ability_item_sail_two_bonus_speed"                                  "BONUS SPEED:"

    "DOTA_Tooltip_ability_item_sail_three_remove"                                     "DURATION:"
    "DOTA_Tooltip_ability_item_sail_three_bonus_speed"                                "BONUS SPEED:"

    "DOTA_Tooltip_ability_item_sail_four_remove"                                      "DURATION:"
    "DOTA_Tooltip_ability_item_sail_four_bonus_speed"                                 "BONUS SPEED:"


    "DOTA_Tooltip_ability_AbilityTextureName"                                         "AbilityTextureName"
    "DOTA_Tooltip_ability_AbilityTextureName_Description"                             ""

    "DOTA_Tooltip_ability_AbilityCastAnimation"                                       "AbilityCastAnimation"
    "DOTA_Tooltip_ability_AbilityCastAnimation_Description"                           ""

    "DOTA_Tooltip_ability_item_wood_one_heal_amount"                                  "HEAL AMOUNT:"

    "DOTA_Tooltip_ability_item_wood_two_heal_amount"                                  "HEAL AMOUNT:"

    "DOTA_Tooltip_ability_item_wood_three_heal_amount"                                "HEAL AMOUNT:"

    "DOTA_Tooltip_ability_item_wood_four_heal_amount"                                 "HEAL AMOUNT:"

    "DOTA_Tooltip_ability_item_repair_one_bonus_regen"                                "BONUS REGEN:"
    "DOTA_Tooltip_ability_item_repair_one_health_regen"                               "HEALTH REGEN:"

    "DOTA_Tooltip_ability_item_repair_two_bonus_regen"                                "BONUS REGEN:"
    "DOTA_Tooltip_ability_item_repair_two_health_regen"                               "HEALTH REGEN:"

    "DOTA_Tooltip_ability_item_repair_three_bonus_regen"                              "BONUS REGEN:"
    "DOTA_Tooltip_ability_item_repair_three_health_regen"                             "HEALTH REGEN:"

    "DOTA_Tooltip_ability_item_repair_four_bonus_regen"                               "BONUS REGEN:"
    "DOTA_Tooltip_ability_item_repair_four_health_regen"                              "HEALTH REGEN:"

    "DOTA_Tooltip_ability_item_poison_bow_damage"                                     "DAMAGE:"
    "DOTA_Tooltip_ability_item_poison_bow_psn_dur"                                    "POISON DURATION:"

    "DOTA_Tooltip_ability_item_fire_bow_damage"                                       "DAMAGE:"

    "DOTA_Tooltip_ability_item_ice_bow_slow_amt"                                      "SLOW AMMOUNT:"
    "DOTA_Tooltip_ability_item_ice_bow_slow_dur"                                      "SLOW DURATION:"

    "DOTA_Tooltip_ability_item_wind_bow_max_range"                                    "MAX RANGE:"
    "DOTA_Tooltip_ability_item_wind_bow_bonus_dmg"                                    "HEAL AMOUNT:"
    "DOTA_Tooltip_ability_item_wind_bow_min_range_dmg_pct"                            "MIN RANGE DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_light_bow_vision_rad"                                  "VISION RADIUS:"

    "DOTA_Tooltip_ability_item_coal_bow_stun_pct"                                     "STUN PERCENT:"
    "DOTA_Tooltip_ability_item_coal_bow_stun_dur"                                     "STUN DURATION:"

    "DOTA_Tooltip_ability_item_plasma_bow_armor_down"                                 "ARMOR DOWN:"
    "DOTA_Tooltip_ability_item_plasma_bow_armor_dur"                                  "ARMOR DURATION:"

    "DOTA_Tooltip_ability_item_spin_bow_bounces"                                      "BOUNCES:"
    "DOTA_Tooltip_ability_item_spin_bow_bounce_dmg"                                   "BOUNCE DAMAGE:"
    "DOTA_Tooltip_ability_item_spin_bow_bounce_range"                                 "BOUNCE RANGE:"

    "DOTA_Tooltip_ability_item_caulk_bow_dmg_aoe"                                     "DAMAGE AOE:"
    "DOTA_Tooltip_ability_item_caulk_bow_dmg_range"                                   "DAMAGE RANGE:"
    "DOTA_Tooltip_ability_item_caulk_bow_dmg_pct"                                     "DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_breach_bow_remove"                                     "REMOVE:"
    "DOTA_Tooltip_ability_item_breach_bow_pure_pct"                                   "PURE PERCENT:"

    "DOTA_Tooltip_ability_item_chaos_bow_dmg_bonus"                                   "DAMAGE BONUS:"
    "DOTA_Tooltip_ability_item_chaos_bow_bonus_rate"                                  "BONUS RATE:"
    
    "DOTA_Tooltip_ability_item_fire_two_bow_damage"                                   "DAMAGE:"

    "DOTA_Tooltip_ability_item_ice_two_bow_slow_amt"                                  "SLOW AMMOUNT:"
    "DOTA_Tooltip_ability_item_ice_two_bow_slow_dur"                                  "SLOW DURATION:"

    "DOTA_Tooltip_ability_item_wind_two_bow_max_range"                                "MAX RANGE:"
    "DOTA_Tooltip_ability_item_wind_two_bow_bonus_dmg"                                "HEAL AMOUNT:"
    "DOTA_Tooltip_ability_item_wind_two_bow_min_range_dmg_pct"                        "MIN RANGE DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_light_two_bow_vision_rad"                              "VISION RADIUS:"

    "DOTA_Tooltip_ability_item_coal_two_bow_stun_pct"                                 "STUN PERCENT:"
    "DOTA_Tooltip_ability_item_coal_two_bow_stun_dur"                                 "STUN DURATION:"

    "DOTA_Tooltip_ability_item_plasma_two_bow_armor_down"                             "ARMOR DOWN:"
    "DOTA_Tooltip_ability_item_plasma_two_bow_armor_dur"                              "ARMOR DURATION:"

    "DOTA_Tooltip_ability_item_spin_two_bow_bounces"                                  "BOUNCES:"
    "DOTA_Tooltip_ability_item_spin_two_bow_bounce_dmg"                               "BOUNCE DAMAGE:"
    "DOTA_Tooltip_ability_item_spin_two_bow_bounce_range"                             "BOUNCE RANGE:"

    "DOTA_Tooltip_ability_item_caulk_two_bow_dmg_aoe"                                 "DAMAGE AOE:"
    "DOTA_Tooltip_ability_item_caulk_two_bow_dmg_range"                               "DAMAGE RANGE:"
    "DOTA_Tooltip_ability_item_caulk_two_bow_dmg_pct"                                 "DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_breach_two_bow_remove"                                 "REMOVE:"
    "DOTA_Tooltip_ability_item_breach_two_bow_pure_pct"                               "PURE PERCENT:"

    "DOTA_Tooltip_ability_item_chaos_two_bow_dmg_bonus"                               "DAMAGE BONUS:"
    "DOTA_Tooltip_ability_item_chaos_two_bow_bonus_rate"                              "BONUS RATE:"

    "DOTA_Tooltip_ability_item_poison_three_bow_damage"                               "DAMAGE:"
    "DOTA_Tooltip_ability_item_poison_three_bow_psn_dur"                              "POISON DURATION:"

    "DOTA_Tooltip_ability_item_fire_three_bow_damage"                                 "DAMAGE:"

    "DOTA_Tooltip_ability_item_ice_three_bow_slow_amt"                                "SLOW AMMOUNT:"
    "DOTA_Tooltip_ability_item_ice_three_bow_slow_dur"                                "SLOW DURATION:"

    "DOTA_Tooltip_ability_item_wind_three_bow_max_range"                              "MAX RANGE:"
    "DOTA_Tooltip_ability_item_wind_three_bow_bonus_dmg"                              "HEAL AMOUNT:"
    "DOTA_Tooltip_ability_item_wind_three_bow_min_range_dmg_pct"                      "MIN RANGE DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_light_three_bow_vision_rad"                            "VISION RADIUS:"

    "DOTA_Tooltip_ability_item_coal_three_bow_stun_pct"                               "STUN PERCENT:"
    "DOTA_Tooltip_ability_item_coal_three_bow_stun_dur"                               "STUN DURATION:"

    "DOTA_Tooltip_ability_item_plasma_three_bow_armor_down"                           "ARMOR DOWN:"
    "DOTA_Tooltip_ability_item_plasma_three_bow_armor_dur"                            "ARMOR DURATION:"

    "DOTA_Tooltip_ability_item_spin_three_bow_range"                                  "RANGE:"
    "DOTA_Tooltip_ability_item_spin_three_bow_bounces"                                "BOUNCES:"
    "DOTA_Tooltip_ability_item_spin_three_bow_bounce_dmg"                             "BOUNCE DAMAGE:"
    "DOTA_Tooltip_ability_item_spin_three_bow_bounce_range"                           "BOUNCE RANGE:"

    "DOTA_Tooltip_ability_item_caulk_three_bow_dmg_aoe"                               "DAMAGE AOE:"
    "DOTA_Tooltip_ability_item_caulk_three_bow_dmg_range"                             "DAMAGE RANGE:"
    "DOTA_Tooltip_ability_item_caulk_three_bow_dmg_pct"                               "DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_breach_three_bow_remove"                               "REMOVE:"
    "DOTA_Tooltip_ability_item_breach_three_bow_pure_pct"                             "PURE PERCENT:"

    "DOTA_Tooltip_ability_item_chaos_three_bow_dmg_bonus"                             "DAMAGE BONUS:"
    "DOTA_Tooltip_ability_item_chaos_three_bow_bonus_rate"                            "BONUS RATE:"

    "DOTA_Tooltip_ability_item_poison_bow_doubled_damage"                             "DAMAGE:"
    "DOTA_Tooltip_ability_item_poison_bow_doubled_psn_dur"                            "POISON DURATION:"

    "DOTA_Tooltip_ability_item_fire_bow_doubled_damage"                               "DAMAGE:"

    "DOTA_Tooltip_ability_item_ice_bow_doubled_slow_amt"                              "SLOW AMMOUNT:"
    "DOTA_Tooltip_ability_item_ice_bow_doubled_slow_dur"                              "SLOW DURATION:"

    "DOTA_Tooltip_ability_item_wind_bow_doubled_max_range"                            "MAX RANGE:"
    "DOTA_Tooltip_ability_item_wind_bow_doubled_bonus_dmg"                            "HEAL AMOUNT:"
    "DOTA_Tooltip_ability_item_wind_bow_doubled_min_range_dmg_pct"                    "MIN RANGE DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_light_bow_doubled_vision_rad"                          "VISION RADIUS:"

    "DOTA_Tooltip_ability_item_coal_bow_doubled_stun_pct"                             "STUN PERCENT:"
    "DOTA_Tooltip_ability_item_coal_bow_doubled_stun_dur"                             "STUN DURATION:"

    "DOTA_Tooltip_ability_item_plasma_bow_doubled_armor_down"                         "ARMOR DOWN:"
    "DOTA_Tooltip_ability_item_plasma_bow_doubled_armor_dur"                          "ARMOR DURATION:"

    "DOTA_Tooltip_ability_item_spin_bow_doubled_bounces"                              "BOUNCES:"
    "DOTA_Tooltip_ability_item_spin_bow_doubled_bounce_dmg"                           "BOUNCE DAMAGE:"
    "DOTA_Tooltip_ability_item_spin_bow_doubled_bounce_range"                         "BOUNCE RANGE:"

    "DOTA_Tooltip_ability_item_caulk_bow_doubled_dmg_aoe"                             "DAMAGE AOE:"
    "DOTA_Tooltip_ability_item_caulk_bow_doubled_dmg_range"                           "DAMAGE RANGE:"
    "DOTA_Tooltip_ability_item_caulk_bow_doubled_dmg_pct"                             "DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_breach_bow_doubled_remove"                             "REMOVE:"
    "DOTA_Tooltip_ability_item_breach_bow_doubled_pure_pct"                           "PURE PERCENT:"

    "DOTA_Tooltip_ability_item_chaos_bow_doubled_dmg_bonus"                           "DAMAGE BONUS:"
    "DOTA_Tooltip_ability_item_chaos_bow_doubled_bonus_rate"                          "BONUS RATE:"

    "DOTA_Tooltip_ability_item_poison_two_bow_doubled_damage"                         "DAMAGE:"
    "DOTA_Tooltip_ability_item_poison_two_bow_doubled_drange"                         "DRANGE:"
    "DOTA_Tooltip_ability_item_poison_two_bow_doubled_psn_dur"                        "POISON DURATION:"

    "DOTA_Tooltip_ability_item_fire_two_bow_doubled_damage"                           "DAMAGE:"

    "DOTA_Tooltip_ability_item_ice_two_bow_doubled_slow_amt"                          "SLOW AMMOUNT:"
    "DOTA_Tooltip_ability_item_ice_two_bow_doubled_slow_dur"                          "SLOW DURATION:"

    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_max_range"                        "MAX RANGE:"
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_bonus_dmg"                        "HEAL AMOUNT:"
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_min_range_dmg_pct"                "MIN RANGE DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_light_two_bow_doubled_vision_rad"                      "VISION RADIUS:"

    "DOTA_Tooltip_ability_item_coal_two_bow_doubled_stun_pct"                         "STUN PERCENT:"
    "DOTA_Tooltip_ability_item_coal_two_bow_doubled_stun_dur"                         "STUN DURATION:"

    "DOTA_Tooltip_ability_item_plasma_two_bow_doubled_armor_down"                     "ARMOR DOWN:"
    "DOTA_Tooltip_ability_item_plasma_two_bow_doubled_armor_dur"                      "ARMOR DURATION:"

    "DOTA_Tooltip_ability_item_spin_two_bow_doubled_bounces"                          "BOUNCES:"
    "DOTA_Tooltip_ability_item_spin_two_bow_doubled_bounce_dmg"                       "BOUNCE DAMAGE:"
    "DOTA_Tooltip_ability_item_spin_two_bow_doubled_bounce_range"                     "BOUNCE RANGE:"

    "DOTA_Tooltip_ability_item_caulk_two_bow_doubled_dmg_aoe"                         "DAMAGE AOE:"
    "DOTA_Tooltip_ability_item_caulk_two_bow_doubled_dmg_range"                       "DAMAGE RANGE:"
    "DOTA_Tooltip_ability_item_caulk_two_bow_doubled_dmg_pct"                         "DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_breach_two_bow_doubled_remove"                         "REMOVE:"
    "DOTA_Tooltip_ability_item_breach_two_bow_doubled_pure_pct"                       "PURE PERCENT:"

    "DOTA_Tooltip_ability_item_chaos_two_bow_doubled_dmg_bonus"                       "DAMAGE BONUS:"
    "DOTA_Tooltip_ability_item_chaos_two_bow_doubled_bonus_rate"                      "BONUS RATE:"

    "DOTA_Tooltip_ability_item_poison_three_bow_doubled_damage"                       "DAMAGE:"
    "DOTA_Tooltip_ability_item_poison_three_bow_doubled_psn_dur"                      "POISON DURATION:"

    "DOTA_Tooltip_ability_item_fire_three_bow_doubled_damage"                         "DAMAGE:"

    "DOTA_Tooltip_ability_item_ice_three_bow_doubled_slow_amt"                        "SLOW AMMOUNT:"
    "DOTA_Tooltip_ability_item_ice_three_bow_doubled_slow_dur"                        "SLOW DURATION:"

    "DOTA_Tooltip_ability_item_wind_three_bow_doubled_max_range"                      "MAX RANGE:"
    "DOTA_Tooltip_ability_item_wind_three_bow_doubled_bonus_dmg"                      "HEAL AMOUNT:"
    "DOTA_Tooltip_ability_item_wind_three_bow_doubled_min_range_dmg_pct"              "MIN RANGE DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_light_three_bow_doubled_vision_rad"                    "VISION RADIUS:"

    "DOTA_Tooltip_ability_item_coal_three_bow_doubled_stun_pct"                       "STUN PERCENT:"
    "DOTA_Tooltip_ability_item_coal_three_bow_doubled_stun_dur"                       "STUN DURATION:"

    "DOTA_Tooltip_ability_item_plasma_three_bow_doubled_armor_down"                   "ARMOR DOWN:"
    "DOTA_Tooltip_ability_item_plasma_three_bow_doubled_armor_dur"                    "ARMOR DURATION:"

    "DOTA_Tooltip_ability_item_spin_three_bow_doubled_bounces"                        "BOUNCES:"
    "DOTA_Tooltip_ability_item_spin_three_bow_doubled_bounce_dmg"                     "BOUNCE DAMAGE:"
    "DOTA_Tooltip_ability_item_spin_three_bow_doubled_bounce_range"                   "BOUNCE RANGE:"

    "DOTA_Tooltip_ability_item_caulk_three_bow_doubled_dmg_aoe"                       "DAMAGE AOE:"
    "DOTA_Tooltip_ability_item_caulk_three_bow_doubled_dmg_range"                     "DAMAGE RANGE:"
    "DOTA_Tooltip_ability_item_caulk_three_bow_doubled_dmg_pct"                       "DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_breach_three_bow_doubled_remove"                       "REMOVE:"
    "DOTA_Tooltip_ability_item_breach_three_bow_doubled_pure_pct"                     "PURE PERCENT:"

    "DOTA_Tooltip_ability_item_chaos_three_bow_doubled_dmg_bonus"                     "DAMAGE BONUS:"
    "DOTA_Tooltip_ability_item_chaos_three_bow_doubled_bonus_rate"                    "BONUS RATE:"

    "DOTA_Tooltip_ability_item_poison_ult_bow_damage"                                 "DAMAGE:"
    "DOTA_Tooltip_ability_item_poison_ult_bow_psn_dur"                                "POISON DURATION:"

    "DOTA_Tooltip_ability_item_fire_ult_bow_duration"                                 "DURATION:"
    "DOTA_Tooltip_ability_item_fire_ult_bow_damage"                                   "DAMAGE:"

    "DOTA_Tooltip_ability_item_ice_ult_bow_slow_amt"                                  "SLOW AMMOUNT:"
    "DOTA_Tooltip_ability_item_ice_ult_bow_slow_dur"                                  "SLOW DURATION:"

    "DOTA_Tooltip_ability_item_wind_ult_bow_max_range"                                "MAX RANGE:"
    "DOTA_Tooltip_ability_item_wind_ult_bow_bonus_dmg"                                "HEAL AMOUNT:"
    "DOTA_Tooltip_ability_item_wind_ult_bow_min_range_dmg_pct"                        "MIN RANGE DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_light_ult_bow_vision_rad"                              "VISION RADIUS:"

    "DOTA_Tooltip_ability_item_coal_ult_bow_stun_pct"                                 "STUN PERCENT:"
    "DOTA_Tooltip_ability_item_coal_ult_bow_stun_dur"                                 "STUN DURATION:"

    "DOTA_Tooltip_ability_item_plasma_ult_bow_armor_down"                             "ARMOR DOWN:"
    "DOTA_Tooltip_ability_item_plasma_ult_bow_armor_dur"                              "ARMOR DURATION:"

    "DOTA_Tooltip_ability_item_spin_ult_bow_bounces"                                  "BOUNCES:"
    "DOTA_Tooltip_ability_item_spin_ult_bow_bounce_dmg"                               "BOUNCE DAMAGE:"
    "DOTA_Tooltip_ability_item_spin_ult_bow_bounce_range"                             "BOUNCE RANGE:"

    "DOTA_Tooltip_ability_item_caulk_ult_bow_dmg_aoe"                                 "DAMAGE AOE:"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_dmg_range"                               "DAMAGE RANGE:"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_dmg_pct"                                 "DAMAGE PERCENT:"

    "DOTA_Tooltip_ability_item_breach_ult_bow_remove"                                 "REMOVE:"
    "DOTA_Tooltip_ability_item_breach_ult_bow_pure_pct"                               "PURE PERCENT:"

    "DOTA_Tooltip_ability_item_chaos_ult_bow_dmg"                                     "DAMAGE:"
    "DOTA_Tooltip_ability_item_chaos_ult_bow_dmg_bonus"                               "DAMAGE BONUS:"
    "DOTA_Tooltip_ability_item_chaos_ult_bow_bonus_rate"                              "BONUS RATE:"

    "DOTA_Tooltip_ability_item_fluff"                                                 "Fluff"
    "DOTA_Tooltip_ability_item_fluff_Description"                                     ""

    "DOTA_Tooltip_ability_item_tower_debuff"                                          "Spys"
    "DOTA_Tooltip_ability_item_tower_debuff_Description"                              "Permanently reduces the armor of all enemy buildings by 1."

    "DOTA_Tooltip_ability_item_fluff3"                                                "Fluff3"
    "DOTA_Tooltip_ability_item_fluff3_Description"                                    ""

    "DOTA_Tooltip_ability_item_fluff4"                                                "Fluff4"
    "DOTA_Tooltip_ability_item_fluff4_Description"                                    ""

    "DOTA_Tooltip_ability_item_fluff5"                                                "Fluff5"
    "DOTA_Tooltip_ability_item_fluff5_Description"                                    ""

    "DOTA_Tooltip_ability_item_fluff6"                                                "Fluff6"
    "DOTA_Tooltip_ability_item_fluff6_Description"                                    ""

    "DOTA_Tooltip_ability_item_fluff7"                                                "Fluff7"
    "DOTA_Tooltip_ability_item_fluff7_Description"                                    ""

    "DOTA_Tooltip_ability_item_fluff8"                                                "Fluff8"
    "DOTA_Tooltip_ability_item_fluff8_Description"                                    ""

    "DOTA_Tooltip_ability_item_monkey_buisness"                                       "Monkey Buisness"
    "DOTA_Tooltip_ability_item_monkey_buisness_Description"                           ""

    "DOTA_Tooltip_ability_item_spawn_stunner"                                         "Spawn Stunner"
    "DOTA_Tooltip_ability_item_spawn_stunner_Description"                             ""

    "DOTA_Tooltip_ability_item_tower_healer"                                          "Tower Healer"
    "DOTA_Tooltip_ability_item_tower_healer_Description"                              "Instantly restores 10% of missing health to all allied towers."

    "DOTA_Tooltip_ability_item_nut_spawner"                                           "Nut Spawner"
    "DOTA_Tooltip_ability_item_nut_spawner_Description"                               ""

    "DOTA_Tooltip_ability_item_oneshot_ham_duration"                                  "DURATION:"

    "DOTA_Tooltip_ability_item_backpack_stuffer"                                      "Backpack Stuffer"
    "DOTA_Tooltip_ability_item_backpack_stuffer_Description"                          ""

      // DOTA 2 MODKIT GENERATED TOOLTIPS FOR: battleships_traders
    // Keys already defined in addon_english.txt are not listed, nor are Modifiers with the property "IsHidden" "1".

    // ******************** HEROES ********************

    // ******************** UNITS ********************

    // ******************** ABILITY MODIFIERS ********************
    "DOTA_Tooltip_gamble_heart_hatches_one"                                           "Gamble Heart Hatches One"
    "DOTA_Tooltip_gamble_heart_hatches_one_Description"                               ""

    "DOTA_Tooltip_gamble_bar_hp_one"                                                  "Gamble Bar Hp One"
    "DOTA_Tooltip_gamble_bar_hp_one_Description"                                      ""

    "DOTA_Tooltip_gamble_diamond_armor_one"                                           "Gamble Diamond Armor One"
    "DOTA_Tooltip_gamble_diamond_armor_one_Description"                               ""

    "DOTA_Tooltip_gamble_shoe_speed_one"                                              "Gamble Shoe Speed One"
    "DOTA_Tooltip_gamble_shoe_speed_one_Description"                                  ""

    "DOTA_Tooltip_seven_shot"                                                         "Seven Shot"
    "DOTA_Tooltip_seven_shot_Description"                                             ""

    "DOTA_Tooltip_gamble_heart_hatches_two"                                           "Gamble Heart Hatches Two"
    "DOTA_Tooltip_gamble_heart_hatches_two_Description"                               ""

    "DOTA_Tooltip_gamble_bar_hp_two"                                                  "Gamble Bar Hp Two"
    "DOTA_Tooltip_gamble_bar_hp_two_Description"                                      ""

    "DOTA_Tooltip_gamble_diamond_armor_two"                                           "Gamble Diamond Armor Two"
    "DOTA_Tooltip_gamble_diamond_armor_two_Description"                               ""

    "DOTA_Tooltip_gamble_shoe_speed_two"                                              "Gamble Shoe Speed Two"
    "DOTA_Tooltip_gamble_shoe_speed_two_Description"                                  ""

    "DOTA_Tooltip_gamble_heart_hatches_three"                                         "Gamble Heart Hatches Three"
    "DOTA_Tooltip_gamble_heart_hatches_three_Description"                             ""

