"addon"
{

	"addon_game_name" 			"Battleships"
TARGET VISION RADUS: 400 400 400 400"

"Pillage"									"Pillage"
"Pillage_Description"						"Target an enemy building to reduce its armor; the Vikings aboard your ship will attack it, dealing damage while the skill is active. \n \n Higher levels increase de-armor effect and damage.
BUILDING ARMOR REDUCTION: -3 -6 -9 -12
BUILDING DPS: -3 -6 -9 -12"

"big_boom"									"Visions of Valhalla!"
"big_boom_Description"					"Valhalla awaits! Activate to deal damage to all nearby boats (friend, foe, and yourself) after four seconds. If you survive you are graces with extra regen briefly. \n \n Higher levels decrease the cooldown.
DAMAGE: 1500 1800 2100"

"tidehunter_gush_battleship"								"Bilging"
"tidehunter_gush_battleship_Description"					"Fire a blast of water at an enemy ship dealing damage, de-armoring, and slowing for a short time \n\nHigher levels increase damage and potency.
SLOW: -100 -100 -100 -100
DEARMOR: -2 -3 -4 -5
DAMAGE: 600 650 700 750
DURATION: 2.0"

"submerge_battleship"							"Submerge"
"submerge_battleship_Description"					"Dive into the comforting embrace of the sea! Let the water shield you from harm, granting you an armor bonus. Fully submerge your propeller, granting you a move speed bonus. \n\nAlas, you need to breathe keep an eye on your air (mana) or you may start to drown.  Quickly... \n\nHigher levels increase all bonuses.
MOVE SPEED BONUS: 100 120 140
ARMOR BONUS: 9 11 13
MANA DRAIN: -50.0"

"terrorblade_conjure_image_battleship"									"Two by Two!"
"terrorblade_conjure_image_battleship_Description"					"Creates a duplicate of your ship, weapons included, that takes increased damage from foes. \n\nHigher levels decrease the damage taken by the ship. 
INCOMING DAMAGE MAGNIFICATION: 375.0 350.0 325.0 300.0
ILLUSION DURATION: 5.0"

"rainbow_battleship"									"Rainbow to End the Storm"
"rainbow_battleship_Description"					"Upon your death, heroes around you are healed up to 4000 if they are within 2500 of you. \n\nHigher levels increase healing.
HEAL: 1000 2000 3000 4000
RANGE: 2500 2500 2500 2500"
"noah_guardian_angel_datadriven"                             "Noah's Guardian Angel"
"noah_guardian_angel_datadriven_Description"                 "you and nearby allies do not take damage from weapons for the listed duration."
"mountain_battleship"									"Stuck on a Mountain"
"mountain_battleship_Description"					"End the flood. Immobilizes  all units around you (not including yourself) in a large radius. \n\nHigher levels increase duration.
DURATION: 3.0 4.0 5.0"

"raven_battleship"                                           "Devine Raven"
"raven_battleship_Description"                               "Noah calls upon his flying friends in his time of need, to give him and his allies aid. The bird proides vision and casts healing spells on nearby allies"


"monkey_buisness"									"Monkey Business"
"monkey_buisness_Description"					"Your monkeys jump to a nearby enemy ship, do as much damage as they can, then escape to an allied ship.  Monkeys continue until they have nowhere to jump, alternating between allies and enemies.\n\nHigher levels increase damage and jump range.
MONKEY JUMP RANGE: 600 700 800 900
MONKEY ATTACK DAMAGE: 200 300 400 500"

"launch_craft"									"Launch Bomber"
"launch_craft_Description"					"Launch a powerful bomber loaded with a payload that damages all units and buildings in a line away from and then back to it's launch site..\n\n Higher levels decrease cooldown.
DAMAGE: 600"

"launch_all"									"To The Skies"
"launch_all_Description"					"Launch five fighter jets! Command them to attack your enemies. \n\n Higher levels increase flight time and decrease cooldown.
DURATION: 15 17 19 21"

"Over_And_Out"									"Over and Out"
"Over_And_Out_Description"					"aircraft carrier shoots forward even over terrain and grabs any units encountered and pulls them with you as you rocket into the air.\n\n Higher levels increase duration.
DURATION: 2.25 2.5 2.75"

"gyrocopter_call_down_battleship"									"Hit!"
"gyrocopter_call_down_battleship_Description"					"Fire a long ranged nuclear strike followed by a less powerful aftershock. \n\n Higher levels increases damage and reduce cooldown.
FIRST NUKE SLOW DURATION: 2
SECOND NUKE SLOW DURATION: 3
FIRST NUKE DAMAGE: 600 800 1000
SECOND NUKE DAMAGE: 400 600 800
FIRST NUKE SLOW: 50
SECOND NUKE SLOW: 20
AREA: 550"

"miss_battleship"									"Miss"
"miss_battleship_Description"					"G-7. Grants armor to you and nearby allies. \n\nHigher levels increase armor. 
armor: 1.0 2.0 3.0 4.0"

"antimage_blink_battleship"											"Cheat"
"antimage_blink_battleship_Description"								"Short distance teleportation that allows battleship to shift around the board.
RANGE: 700 800 900 1000"

"puck_waning_rift_battleship"								"Hack Their System!"
"puck_waning_rift_battleship_Description"					"Disables the use of abilities on all units in the area and deals damage to them. \n\nHigher levels increase damage and duration.
DURATION: 2.0 2.5 3.0 3.5
DAMAGE: 400 450 500 550"

"abaddon_aphotic_shield_battleship"							"Scrap Armor"
"abaddon_aphotic_shield_battleship_Description"	"Creates junk armor around an ally unit, forming a shield that absorbs a set amount of damage before expiring. When the shield is destroyed it will burst and deal damage equal to the amount it could absorb to an area around it. Removes certain types of negative buffs and stuns on cast.
DURATION: 15.0
MAX DAMAGE ABSORBED: 500.0 600.0 700.0 800.0
BURST RADIUS: 1000"

"into_the_hold"			"Into The Hold"				
"into_the_hold_Description" "Construct an empire ship and carry it in your hold while constructing it and shielding it.  this ship will divide fire. \n\nHigher levels increase time in hold, armor bonus and ally regen speed
DURATION: 5.0 6.0 7.0 8.0
RANGE: 2 3 4 5
HEALTH REGEN: 50 60 70 80"

"salvage_battleship"							"Salvage"
"salvage_battleship_Description"					"Utilize the wreckage around you. Each ship you kill heals your ship for a percentage of the total health of the killed ship. \n\nHigher levels increase range and damage.
HEAL PERCENTAGE HERO: 6.0 7.0 8.0 9.0
HEAL PERCENTAGE OTHER: 6.0 7.0 8.0 9.0"

"shadow_shaman_shackles_battleship"									"Hoist"
"shadow_shaman_shackles_battleship_Description"						"CHANNELED - Binds an enemy unit so that it cannot move or attack, while dealing damage over time.
CHANNEL DURATION: 3.25 3.5 3.75
TOTAL DAMAGE: 550 600 650"

"iceberg_battleship"									"Iceberg"
"iceberg_battleship_Description"						"Hide an iceberg (invisible to enemy team). The first enemy ship to run into it will take considerable damage. \n \nHigher levels decrease cooldown.
DURATION: 120
DAMAGE: 1000"

"no_fire_zone"									"No Fire Zone"
	"no_fire_zone_Description"						"Establish a no fire zone where both ally and enemy ships cannot use their weapons.
	DURATION: 3 4 5
	RADIAS: 300 400 500"
	
		"coast_heal_battleship"									"Rescue Mission"
	"coast_heal_battleship_Description"						"Shoot a healing projectile at target unit.
HEAL AMOUNT: 250 350 450 550"

	

"jakiro_ice_path_battleship"								"Ice Path"
"jakiro_ice_path_battleship_Description"					"Creates a path of ice that stuns and damages enemies that touch it. \n Higher levels increase damage and stun duration and decrease cooldown
DURATION: .0 1.4 1.8 2.2
DAMAGE: 200
RANGE: 1600"

"crystal_maiden_freezing_field_battleship"							"Freezing Field"
"crystal_maiden_freezing_field_battleship_Description"				"Summons forth the frozen north and all it's random icy explosions that slow enemies and deal massive damage.  Lasts %duration_tooltip% seconds.\n Higher levels increase damage and stun duration and decrease cooldown.
The slow is applied on all enemies in the radius, even if they aren't hit by an explosion (lasts 1 second). 685 685 685
RADIUS: 685 685 685
EXPLOSION RADIUS: 685 685 685
%MOVEMENT SLOW: -30
DAMAGE: 205 270 350"

"Trade_hide_battleship"					"Mist and Sahdows"
		"Trade_hide_battleship_Description"					"When used, the Phoenician Trader hides in a cloud of mist, becoming immune to detection. weapons will cease to fire but abilities can still be used.
DURATION: 4.0"

"estab_route"									"Established Route"
"estab_route_Description"						"Gain significant move speed speed for the duration or until a new order is given. \n \nHigher levels increase speed effect.
DURATION: 15.0
Speed: 60 90 120 150"

"cease_fire"									"Cease Fire"
"cease_fire_Description"						"Stop firing and stop being fired at for the duration. \n \nHigher levels increase duration.
DURATION: 3.0 3.5 4.0 4.5"

"icy_waters_battleship"									"Icy Waters"
"icy_waters_battleship_Description"						"All nearby Enemy ships are slowed. \n \nHigher levels increase slowing effect.
SLOW: -30 -35 -40 -45"



"Trade_hide_battleship"					"Mist and Shadows"
"Trade_hide_battleship_Description"					"When used, the Phoenician Trader hides in a cloud of mist, becoming immune to detection. weapons will cease to fire but abilities can still be used.
DURATION: 4.0"

"dump_cargo"									"Dump Cargo"
"dump_cargo_Description"						"Toss Goods off the back of your ship to gain massive short lived speed boost.\nDrops a random consumable item or gold piecein your wake. \n \nHigher levels increase duration.
DURATION: 0.6 0.7 0.8
Speed Bonus 350 400 500"


"ghost_ship"									"Ghost Ship"
"ghost_ship_Description"						"This ship is lost a sea and does not appear on the mini map unless it draws within close range of its foes. \n \nHigher levels decrease range.
SIGHTING RANGE: 2000 1500 1000"

"instill_terror"									"Instill Terror"
"instill_terror_Description"						"Silence target ship and throw them into a panic where their ship moves erratically. \n \nHigher levels increase duration.
DURATION: 2.5 3.0 3.5 4.0"

	"go_daralect"									"Go Derelict "
	"go_daralect_Description"						"If you have a Derelict already, swap locations with it leaving a Derelict vessle where you were. If you do not, this ability drops one at your current location.\n The Derelict ship will float between trade posts and will not draw fire.  \n \nHigher levels decrease cooldown."

"swap_mission"	"Swap Mission"
"swap_mission_Description" "Alter your contract to show a different destionation.  Don't worry you'll still get paid in full."

"peak_battleship"									"Sonar Ping"
		"peak_battleship_Description"					"Automaticly ping the map to see where enemy ships are. \n\nHigher levels decrease cooldown."

		"turret_battleship"								"Deploy Turret!"
		"turret_battleship_Description"					"Deploy Turret that deals 500 dmg per attack in a very short range \n\nHigher levels decrease cooldown."

		"mission_done" "Mission Complete! You earned yourself "
		"mission_done_team" "You earned each of your teammates "
		"mission_empty" "Found Goods.  Take them to any trade post for reward!"
		
		"mission_taken" "Officer Chelle is corrupt."
		"mission_taken_2" "She has taken your goods and extorted a small bribe of "
		
		"battle_mode" "Battle mode Activated"
		"battle_mode_1" "An arena will appear every 4 minutes in a random location. any player in the arena will receive extra gold per second and whichever team controls the arena longest will receive bonus gold."
		
		"battle_starting_1" "A Battle is starting in Central Cove!"
		"battle_starting_2" "<--A Battle is starting in Tidehunter's Lair!"
		"battle_starting_3" "A Battle is starting in Chelle's Station!-->"
		
		"north_won_battle" "The North Empire has won the day earning each captain "
		"south_won_battle" "The South Empire has won the day earning each captain "
		
		"nobody_won_battle" "There was no clear winner... what a waste of "
		
		"time_till_battle" "Time Until Next Battle:"
		"battle_progress" "Time Remaining:"
		"gold" " gold."
		
		"north_score" "North Score:"
		"south_score" "South Score:"
		"gold_per_tick_n" "gold/tick N:"
		"gold_per_tick_s" "gold/tick S:"
		
//----------------old stuff----------

//ITEMS
		"DOTA_Tooltip_ability_item_poison_bow"								"Poison I"

		"DOTA_Tooltip_ability_item_poison_bow_Description"        				"Buy 2x to collapse to one slot \n Level 1 Poison\n  Range: 900 \n  DPS: 28 \nWhen doubled, Infects target with a plague dealing an aditional 1 damage every half second for 3 seconds"
		"DOTA_Tooltip_ability_item_poison_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_poison_bow_dmg"									"Damage:"
		
		"DOTA_Tooltip_ability_item_poison_bow_doubled"						"Double Poison I"

		"DOTA_Tooltip_ability_item_poison_bow_doubled_Description"				"\n Level 1 Poison Combo \n \n  Range: 900 \n  DPS: 56 \nDoubled: Infects target with a plague dealing an aditional 1 damage every half second for 3 seconds"
		"DOTA_Tooltip_ability_item_poison_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_poison_bow_doubled_dmg"									"Damage(x2):"
		
		"DOTA_Tooltip_ability_item_poison_two_bow"							"Poison II"
		
		"DOTA_Tooltip_ability_item_poison_two_bow_Description"        				"Buy 2x to collapse to one slot 
\n Level 2 Poison \n \n  Range: 900 \n  DPS: 60 \nWhen doubled, Infects target with a plague dealing an aditional 2 damage every half second for 3 seconds"
		"DOTA_Tooltip_ability_item_poison_two_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_poison_two_bow_dmg"									"Damage:"
		
		"DOTA_Tooltip_ability_item_poison_two_bow_doubled"					"Double Poison II"

		"DOTA_Tooltip_ability_item_poison_two_bow_doubled_Description"			"\n Level 2 Poison Combo \n \n  Range: 900 \n  DPS: 120 \nDoubled: Infects target with a plague dealing an aditional 2 damage every half second for 3 seconds"
		"DOTA_Tooltip_ability_item_poison_two_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_poison_two_bow_doubled_dmg"									"Damage(x2):"
